Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2012-15,,3398.0,,,,,23261.0,,,26616.0,,4128.0,,,,,,127.0,,166.0,1277.0,,406.0,,,53917188.0,,,13994.0,,
2012-16,,3524.0,,,,,26836.0,,,28601.0,,3953.0,,,,,,153.0,,196.0,1285.0,,402.0,,,53280376.0,,,11307.0,,
2012-17,,3790.0,,,,,27825.0,,,29397.0,,3683.0,,,,,,169.0,,250.0,1345.0,,455.0,,,53568017.0,,,10553.0,,
2012-18,,3994.0,,,,,27680.0,,,29645.0,,3535.0,,,,,,93.0,,194.0,1418.0,,451.0,,,54055663.0,,,10451.0,,
2012-19,,3858.0,,,,,27031.0,,,28184.0,,3501.0,,,,,,168.0,,210.0,1358.0,,387.0,,,53160476.0,,,9686.0,,
2012-20,,3552.0,,,,,27086.0,,,26427.0,,2908.0,,,,,,136.0,,170.0,1269.0,,342.0,,,52337470.0,,,8373.0,,
2012-21,,3126.0,,,,,27353.0,,,26320.0,,2752.0,,,,,,105.0,,237.0,1199.0,,400.0,,,52278053.0,,,8730.0,,
2012-22,,3313.0,,,,,30886.0,,,24230.0,,2595.0,,,,,,105.0,,195.0,1123.0,,345.0,,,51699287.0,,,7800.0,,
2012-23,,3108.0,,,,,29867.0,,,23960.0,,2406.0,,,,,,102.0,,201.0,1014.0,,295.0,,,51861826.0,,,7063.0,,
2012-24,,3208.0,,,,,30333.0,,,23109.0,,2650.0,,,,,,84.0,,280.0,1199.0,,289.0,,,51626796.0,,,7038.0,,
2012-25,,3555.0,,,,,30358.0,,,23644.0,,2989.0,,,,,,187.0,,156.0,1084.0,,251.0,,,51536430.0,,,7471.0,,
2012-26,,4558.0,,,,,30592.0,,,21576.0,,2818.0,,,,,,132.0,,146.0,979.0,,306.0,,,52347404.0,,,8310.0,,
2012-27,,3403.0,,,,,30318.0,,,20580.0,,2940.0,,,,,,150.0,,166.0,990.0,,232.0,,,52103958.0,,,6993.0,,
2012-28,,3140.0,,,,,31193.0,,,22879.0,,3281.0,,,,,,145.0,,178.0,1182.0,,267.0,,,53450411.0,,,8113.0,,
2012-29,,3135.0,,,,,30800.0,,,33189.0,,3276.0,,,,,,186.0,,144.0,1127.0,,233.0,,,52956529.0,,,8251.0,,
2012-30,,3036.0,,,,,28058.0,,,22102.0,,3699.0,,,,,,120.0,,174.0,1199.0,,275.0,,,53604226.0,,,8347.0,,
2012-31,,3388.0,,,6452.0,,27140.0,,,22039.0,,3729.0,,,,,,116.0,,136.0,1191.0,,265.0,,,114938214.0,,,10805.0,,
2012-32,,2794.0,,,5810.0,,26914.0,,,20436.0,,4011.0,,,,,,108.0,,158.0,1147.0,,265.0,,,54792664.0,,,15704.0,,
2012-33,,2705.0,,,6243.0,,29842.0,,,20800.0,,3592.0,,,,,,105.0,,240.0,1097.0,,233.0,,,55159585.0,,,13422.0,,
2012-34,,2831.0,,,6794.0,,29325.0,,,22181.0,,3916.0,,,,,,93.0,,178.0,1227.0,,293.0,,,55924185.0,,,13101.0,,
2012-35,,3117.0,,,7769.0,,29390.0,,,24417.0,,4706.0,,,,,,100.0,,139.0,1258.0,,320.0,,,55638076.0,,,12766.0,,
2012-36,,3346.0,,,8738.0,,31229.0,,,26480.0,,3271.0,,,,,,111.0,,130.0,1202.0,,346.0,,,55595581.0,2672.0,,10952.0,,
2012-37,,3508.0,,,10068.0,,32360.0,,79.0,30325.0,,3479.0,,,,,,75.0,,152.0,1470.0,,596.0,,,56569567.0,2977.0,,11462.0,,
2012-38,,3746.0,,,9950.0,,32421.0,,99.0,32531.0,,3090.0,,,,,,90.0,,191.0,1536.0,,444.0,,,56636045.0,2936.0,,11475.0,315.0,
2012-39,,4157.0,,30019.0,10445.0,,34019.0,,83.0,36262.0,,3141.0,,,,,2642.0,98.0,,191.0,1502.0,,434.0,,,56729740.0,3259.0,,12331.0,397.0,
2012-40,,3871.0,,29360.0,10044.0,,33936.0,3439.0,90.0,35271.0,,3384.0,7077.0,,,,2156.0,97.0,,178.0,1511.0,,496.0,,,57063877.0,3286.0,14545.0,11653.0,350.0,
2012-41,,3850.0,,30187.0,9993.0,,34305.0,2910.0,73.0,35789.0,,3522.0,7432.0,,,,1820.0,61.0,2052.0,193.0,1555.0,16715.0,563.0,,,57995429.0,3254.0,15682.0,12725.0,397.0,
2012-42,,3830.0,10388.0,27527.0,10585.0,,34731.0,2429.0,83.0,39025.0,,3357.0,7214.0,579.0,,958.0,2048.0,115.0,2399.0,264.0,1478.0,16468.0,527.0,,,59932879.0,3239.0,16372.0,11299.0,408.0,
2012-43,,4165.0,9577.0,27572.0,9927.0,,32191.0,1624.0,90.0,36089.0,,3462.0,6714.0,517.0,,877.0,1778.0,91.0,2188.0,377.0,1539.0,14691.0,525.0,,,61800298.0,3215.0,16671.0,11379.0,435.0,13721.0
2012-44,,6191.0,8779.0,24989.0,9663.0,,33921.0,1834.0,73.0,35695.0,1738.0,3696.0,7126.0,472.0,,902.0,2657.0,80.0,2306.0,503.0,1501.0,11989.0,451.0,,,63929704.0,3647.0,15342.0,10082.0,460.0,12335.0
2012-45,,5272.0,8734.0,26368.0,10110.0,,33077.0,1753.0,113.0,39071.0,1838.0,4201.0,7332.0,534.0,,922.0,2351.0,69.0,2380.0,207.0,1652.0,11745.0,533.0,,,64462286.0,3826.0,15724.0,9685.0,531.0,13805.0
2012-46,,5131.0,9409.0,26703.0,10883.0,,32188.0,2193.0,92.0,41411.0,2055.0,4782.0,7702.0,712.0,124.0,926.0,2523.0,111.0,2469.0,303.0,1818.0,11419.0,426.0,,,64640024.0,5669.0,16842.0,10372.0,840.0,14063.0
2012-47,,4100.0,8693.0,26299.0,8851.0,,31862.0,1359.0,108.0,38571.0,1898.0,4551.0,7508.0,477.0,84.0,765.0,1962.0,128.0,2051.0,198.0,1553.0,9569.0,382.0,,,63683036.0,6567.0,14063.0,9762.0,757.0,13841.0
2012-48,,4720.0,9798.0,30625.0,10781.0,312.0,35430.0,2729.0,84.0,43729.0,2408.0,6159.0,8601.0,545.0,90.0,890.0,2226.0,120.0,2350.0,215.0,1651.0,9956.0,459.0,,,69432991.0,6041.0,17241.0,9258.0,748.0,14937.0
2012-49,,5205.0,10387.0,30727.0,11090.0,329.0,36812.0,3537.0,90.0,50819.0,2481.0,8737.0,9643.0,603.0,184.0,3132.0,2684.0,140.0,2516.0,274.0,1938.0,12122.0,458.0,,,64587251.0,9424.0,17270.0,12715.0,935.0,14783.0
2012-50,,4369.0,8492.0,30949.0,10950.0,324.0,37112.0,2445.0,92.0,49190.0,2206.0,9852.0,8073.0,506.0,105.0,1703.0,2212.0,96.0,2079.0,199.0,1931.0,9773.0,496.0,,,63106545.0,9581.0,17229.0,10470.0,966.0,13429.0
2012-51,,3873.0,7079.0,31005.0,7804.0,266.0,36585.0,2630.0,83.0,47110.0,2183.0,13264.0,8238.0,477.0,92.0,1794.0,2643.0,86.0,1905.0,195.0,2606.0,7153.0,375.0,,,61696732.0,13562.0,14248.0,8748.0,1293.0,10223.0
2012-52,,3801.0,6967.0,35265.0,5695.0,264.0,39367.0,2893.0,101.0,51076.0,2266.0,13404.0,8837.0,569.0,133.0,2089.0,3408.0,77.0,1915.0,188.0,2915.0,6153.0,368.0,,,62163662.0,17510.0,11055.0,8859.0,1563.0,8358.0
2012-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
