Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2008-20,,5713.0,,,,,16377.0,,,18572.0,,231.0,,,,,,8.0,,316.0,471.0,,522.0,,,64048036.0,,,19.0,,
2008-21,,5137.0,,,,,16063.0,,,17526.0,,239.0,,,,,,13.0,,300.0,556.0,,474.0,,,70698043.0,,,38.0,,
2008-22,,4556.0,,,,,15638.0,,,16078.0,,213.0,,,,,,17.0,,261.0,424.0,,674.0,,,86518510.0,,,22.0,,
2008-23,,4701.0,,,,,15132.0,,,15355.0,,366.0,,,,,,11.0,,224.0,445.0,,957.0,,,97915374.0,,,20.0,,
2008-24,,4335.0,,,,,15880.0,,,14262.0,,338.0,,,,,,22.0,,227.0,352.0,,891.0,,,109288976.0,,,22.0,,
2008-25,,4310.0,,,,,16100.0,,,14418.0,,414.0,,,,,,9.0,,239.0,337.0,,789.0,,,120900222.0,,,26.0,,
2008-26,,3821.0,,,,,16240.0,,,13181.0,,312.0,,,,,,23.0,,190.0,351.0,,297.0,,,132410269.0,,,24.0,,
2008-27,,3420.0,,,,,15518.0,,,12718.0,,147.0,,,,,,6.0,,160.0,332.0,,326.0,,,133306976.0,,,30.0,,
2008-28,,2992.0,,,,,15165.0,,,11741.0,,123.0,,,,,,16.0,,162.0,337.0,,670.0,,,58763938.0,,,13.0,,
2008-29,,3242.0,,,,,14066.0,,,11478.0,,138.0,,,,,,7.0,,161.0,304.0,,663.0,,,48156067.0,,,17.0,,
2008-30,,3260.0,,,,,15286.0,,,12474.0,,135.0,,,,,,14.0,,193.0,355.0,,603.0,,,45666270.0,,,16.0,,
2008-31,,3495.0,,,5226.0,,15945.0,,,12566.0,,129.0,,,,,,18.0,,196.0,337.0,,566.0,,,44504627.0,,,12.0,,
2008-32,,3333.0,,,5211.0,,16000.0,,,12437.0,,140.0,,,,,,11.0,,161.0,327.0,,386.0,,,45254758.0,,,16.0,,
2008-33,,3186.0,,,4623.0,,14329.0,,,11897.0,,158.0,,,,,,5.0,,175.0,398.0,,327.0,,,45085982.0,,,18.0,,
2008-34,,3686.0,,,5267.0,,15140.0,,,13031.0,,188.0,,,,,,16.0,,183.0,381.0,,302.0,,,44378629.0,,,24.0,,
2008-35,,3368.0,,,5257.0,,16393.0,,,13937.0,,421.0,,,,,,9.0,,216.0,447.0,,297.0,,,45426797.0,,,25.0,,
2008-36,,3743.0,,,5820.0,,16756.0,,,16045.0,,163.0,,,,,,10.0,,237.0,414.0,,387.0,,,45989483.0,1059.0,,26.0,,
2008-37,,3947.0,,,6831.0,,18133.0,,8.0,18002.0,,168.0,,,,,,9.0,,240.0,467.0,,783.0,,,47749274.0,1113.0,,37.0,,
2008-38,,4376.0,,,6890.0,,18856.0,,18.0,19940.0,,196.0,,,,,,15.0,,249.0,546.0,,630.0,,,47566623.0,1245.0,,24.0,322.0,
2008-39,,4079.0,,23444.0,7017.0,,19011.0,,17.0,20707.0,,198.0,,,,,178.0,15.0,,249.0,535.0,,417.0,,,47976492.0,1368.0,,24.0,318.0,
2008-40,,4038.0,,22853.0,7272.0,,18038.0,1099.0,10.0,21376.0,,186.0,57.0,,,,143.0,12.0,,230.0,589.0,,435.0,,,47194434.0,1260.0,11646.0,28.0,370.0,
2008-41,,4826.0,,22564.0,7752.0,,20193.0,1263.0,16.0,22710.0,,191.0,54.0,,,,183.0,14.0,2168.0,300.0,625.0,6375.0,456.0,,,48705739.0,1434.0,12203.0,14.0,439.0,
2008-42,,5002.0,5310.0,20485.0,7897.0,,20486.0,1146.0,12.0,24764.0,,231.0,104.0,102.0,,36.0,209.0,8.0,1497.0,284.0,671.0,7265.0,489.0,,,48966747.0,1295.0,11676.0,24.0,373.0,
2008-43,,4453.0,4143.0,17940.0,7269.0,,16726.0,1038.0,13.0,21588.0,,190.0,79.0,78.0,,38.0,231.0,12.0,1245.0,311.0,595.0,6916.0,540.0,,,40830027.0,1307.0,21640.0,38.0,308.0,7803.0
2008-44,,4611.0,4642.0,21279.0,8309.0,,19642.0,1080.0,14.0,25826.0,8.0,238.0,57.0,80.0,,36.0,240.0,10.0,1532.0,267.0,634.0,8092.0,484.0,,,47761598.0,1573.0,19951.0,43.0,353.0,8782.0
2008-45,,4897.0,4409.0,20404.0,8488.0,,20397.0,885.0,11.0,27138.0,6.0,305.0,63.0,96.0,,54.0,219.0,3.0,1568.0,269.0,645.0,7107.0,680.0,,,49677697.0,1617.0,14106.0,55.0,323.0,10030.0
2008-46,,5650.0,4972.0,22588.0,9061.0,,21019.0,1216.0,18.0,30646.0,7.0,296.0,77.0,145.0,6.0,56.0,295.0,12.0,2030.0,281.0,793.0,8488.0,1016.0,,,50530141.0,1813.0,14895.0,38.0,414.0,10336.0
2008-47,,5395.0,4807.0,23527.0,8391.0,,19814.0,939.0,27.0,29348.0,9.0,251.0,74.0,126.0,7.0,56.0,302.0,7.0,1668.0,278.0,873.0,6089.0,510.0,,,46191464.0,1669.0,13762.0,41.0,360.0,10195.0
2008-48,,4485.0,4184.0,22227.0,7514.0,165.0,18993.0,672.0,11.0,25386.0,4.0,267.0,60.0,94.0,12.0,45.0,263.0,10.0,1609.0,269.0,817.0,3881.0,435.0,,,43444432.0,1549.0,13301.0,36.0,298.0,8773.0
2008-49,,5099.0,4880.0,27415.0,8783.0,207.0,21587.0,872.0,16.0,31932.0,8.0,308.0,108.0,109.0,4.0,40.0,371.0,9.0,1777.0,265.0,928.0,4187.0,556.0,,,46406948.0,1729.0,15531.0,60.0,415.0,9935.0
2008-50,,4720.0,4057.0,27250.0,7083.0,255.0,21289.0,776.0,13.0,29879.0,15.0,245.0,68.0,121.0,15.0,52.0,353.0,13.0,1712.0,233.0,907.0,3122.0,471.0,,,47708068.0,1746.0,14332.0,39.0,439.0,8842.0
2008-51,,3858.0,3482.0,26763.0,5851.0,244.0,20690.0,731.0,9.0,28652.0,9.0,212.0,93.0,161.0,8.0,52.0,322.0,14.0,1415.0,207.0,982.0,2327.0,359.0,,,43819518.0,2026.0,11195.0,41.0,508.0,7037.0
2008-52,,2401.0,2279.0,20709.0,4025.0,215.0,16519.0,516.0,10.0,21435.0,5.0,159.0,72.0,134.0,8.0,59.0,230.0,14.0,1014.0,157.0,935.0,1546.0,216.0,,,38313580.0,1485.0,7456.0,34.0,335.0,3996.0
2008-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
